flowering_season,plant_id,notes,origin,description,flowering,spacing,growth_rate,native,nickname,height,hebrew_name,latin_name,image_url,evergreen,duplicate_of,plant_type,water,climate_zones,resistance,duplicate_status,foliage,flower_color,uniqueness,light,letter,family,coastal,care,id,created_date,updated_date,created_by_id,created_by,is_sample
רוב השנה,2457,,,רב שנתי משתרע או משתפל,,"50 ס""מ",מהיר,לא,לנטנה לילכית,"70-50 ס""מ",לנטנה עדינה,Lantana montevidensis,https://www.meltser.co.il/pics/plant-3150-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,"מועטה, חסכוני במים",כל אזורי הארץ,"עמיד ליובש, לגירולמליחות , רגיש לקרה",,"ביצנית, מחוספסת, שעירה, משוננת, עם עורקים בולטים וריח חריף","לילך, לבן או צהוב",עלווה ריחנית,קרינת שמש ישירה,ל,משפחת הוורבניים - Verbenaceae,מתאים לקו חוף שני,,69a3f3f7644c0186a25976d1,2026-03-01T08:08:23.550000,2026-07-11T22:44:20.044000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,1325,,אגן הים התיכון,"רב-שנתי משתרע, או מזדקף למחצה",,"50-40 ס""מ",מהיר,כן,,"40-35 ס""מ",לוטוס מכסיף,Lotus creticus,https://www.meltser.co.il/pics/plant-3205-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,"מועטה, חסכוני במים",כל אזורי הארץ,"עמיד לקרה, לשרב ולגיר, עמיד למליחות",,כסופה,צהוב-חלמון,עלווה כסופה,קרינת שמש ישירה,ל,משפחת הפרפרניים - Papilionaceae,מתאים לקו חוף ראשון,,69a3f3f67abaf346c9cf3119,2026-03-01T08:08:22.812000,2026-07-11T22:44:19.370000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,1324,,האיים הקנריים,צמח משתרע ומשתפל,פרפרנית,"50-40 ס""מ",מהיר,לא,,"25-20 ס""מ",לוטוס מוכתם 'גולד פלש',Lotus maculatus 'Gold Flash',https://www.meltser.co.il/pics/plant-5279-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,בינונית,כל אזורי הארץ,"עמיד לקרה, לשרב ולגיר, רגיש למליחות",,"גזורה מאוד, ירוקה-כסופה",כתום-צהוב אש,עלווה כסופה,קרינת שמש ישירה,ל,משפחת הפרפרניים - Papilionaceae,,מגיב יפה לגיזום,69a3f3f68cac93357035763f,2026-03-01T08:08:22.113000,2026-07-11T22:44:18.683000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב,1326,,האיים הקנריים,צמח משתרע ומשתפל,דמויית אפונה,"50-40 ס""מ",מהיר,לא,,"25-20 ס""מ",לוטוס קנרי,Lotus berthelotii,https://www.meltser.co.il/pics/plant-3803-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,בינונית-מרובה,כל אזורי הארץ,"עמיד לקרה, לשרב ולגיר, עמיד למליחות",,"גזורה מאוד, שעירה, כסופה",אדום,עלווה כסופה,קרינת שמש ישירה,ל,משפחת הפרפרניים - Papilionaceae,,,69a3f3f5808b42df43c67389,2026-03-01T08:08:21.352000,2026-07-11T22:44:17.978000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
אביב-קיץ,2682,,אירופה עד מערב אסיה,רב-שנתי המשמש לעתים כעונתי חורפי,שפתנית,"50-40 ס""מ",מהיר,לא,,"40-30 ס""מ",נזמית (למיום) מוכתמת 'ביקון סילבר',Lamium (lamiasterum) .maculatum 'Beacon Silver',https://www.meltser.co.il/pics/plant-4799-1.jpg,רב-שנתי הנראה במיטבו בחורף ובאביב,,רב-שנתיים עשבוניים,בינונית,"בעיקר לאזור ההר, אינו מתאים לבקעת הירדן והערבה",רגיש לחום רב ויובש,,בצורת לב מנוקדת או מצויירת בגווני לבן וירוק,ורוד בהיר,,הצללה חלקית,נ,משפחת השפתניים -,,,69a3f3f4ae2ceb3c6272ed9d,2026-03-01T08:08:20.230000,2026-07-11T22:44:16.846000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
בחורף,1378,זן ננסי דו-שנתי המשמש כעונתי,"דרום-אפריקה, נמיביה, בוצוואנה",עונתי- חורפי,,"25 ס""מ",מהיר,לא,,"25 ס""מ",לשון-פר הכף 'בלו אנג'ל',Anchusa capensis 'Blue Angel',https://www.meltser.co.il/pics/plant-3913-1.jpg,עונתי חורף,,עונתיים של חורף,בינונית,כל אזורי הארץ,"עמיד לקרה ולשרב, רגיש לגיר ולמליחות",,עלה צר וזיפני,כחול בוהק,פריחה מרהיבה,קרינת שמש ישירה,ל,משפחת הזיפניים - Boraginaceae,,גיזום לאחר פריחה מעודד צימוח חדש,69a3f3f37d9edd26814f77d8,2026-03-01T08:08:19.500000,2026-07-11T22:44:16.092000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,1364,מתאים כצמח עלווה,"זן גנני, קליפורניה","שיחי, זקוף ואוורירי",לא משמעותית,"50-40 ס""מ",מהיר,לא,,"80-60 ס""מ",לענה לואיזיאנית 'סילבר קינג',Artemisia ludoviciana 'Silver King',https://www.meltser.co.il/pics/plant-3775-1.jpg,ירוק-עד,,שיחים,מועטה-בינונית,כל אזורי הארץ,עמיד לקרה,,"לבנה-כסופה, ארומטית ורכה למגע, העלים התחתונים שסועים, העליונים - שלמים",,עלווה כסופה,קרינת שמש ישירה,ל,משפחת המורכבים - Asteraceae,,מומלץ לגזום נמוך בסוף החורף,69a3f3f2e897578648c1ad20,2026-03-01T08:08:18.778000,2026-07-11T22:44:15.362000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
קיץ,2533,"שימושים כתבלין - העלים-לסלטים, למרקים, למאכלי בשר ולירקות",דרום מזרח רוסיה,"צמח תבלין- שיחי, מבודר",תפרחות צפופות,"כ-30 ס""מ",בינוני,לא,"""טרגון""","80-60 ס""מ",לענת הטרגון 'תרבותי',Artemisia dracunculus,https://www.meltser.co.il/pics/plant-4509-1.jpg,ירוק-עד,,צמחי תבלין וריח,בינונית,כל אזורי הארץ,"עמיד לקרה, לגיר ולמליחות קלה",,"צרה ומוארכת, שסועה מעט",ירוק-לבנבן,"עלווה כסופה, עלווה ארומטית",קרינת שמש ישירה,ל,משפחת המורכבים - Asteraceae,,גיזום וקיטום באביב,69a3f3f265131bf2106e4a3a,2026-03-01T08:08:18.009000,2026-07-11T22:44:14.683000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב,1365,מתאים ככתם אפור לגיוון העלווה הירוקה בגינה שימושים כתבלין - לחליטת תה (טעמה מריר),דרום ומזרח אירופה עד אסיה,בן-שיח,קרקפות כדוריות מרובות פרחים,"80 ס""מ",בינוני,כן,"""שיבא""",כ-1 מ',לענה שיחנית,Artemisia arborescens,https://www.meltser.co.il/pics/plant-3092-1.jpg,ירוק-עד,,צמחי תבלין וריח,מועטה-בינונית,כל אזורי הארץ,עמיד לקרה ולשרב,,"ארומטית, מנוצה-מכסיפה, רכה",צהוב,"עלווה כסופה, עלווה ארומטית",קרינת שמש ישירה או הצללה חלקית,ל,משפחת המורכבים - Asteraceae,,גיזום וקיטום באביב,69a3f3f1eb354bd3cc2bb081,2026-03-01T08:08:17.216000,2026-07-11T22:44:13.981000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובתחילת הקיץ,1328,צמח דבש; משמש בתעשיית הקטורת והבשמים,אגן הים התיכון,שיח נמוך וצפוף,הפרח חלק או כמעט חלק,"50 ס""מ",איטי,כן,,"70-40 ס""מ",לוטם מרווני,Cistus salviifolius,https://www.meltser.co.il/pics/plant-3515-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים",מוצלח יותר באזור ההר,"עמיד לקור ולגיר, רגיש למליחות ולעודף מים",,"ביצנית-אליפטית, מחוספסת-מקומטת, בצבע ירוק צהבהב",לבן עם לב צהוב,פריחה ריחנית,קרינת שמש ישירה,ל,משפחת הלטמיים - Cistaceae,,גיזום לאחר פריחה מעודד צמיחה חדשה,69a3f3f08d7ae2bf90ab5eff,2026-03-01T08:08:16.467000,2026-07-11T22:44:13.278000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,2295,לא רגיש לעודף השקייה זן מכלוא טבעי בין לוטם קטן-פרחים ולוטם מונפלייה,יוון וסיציליה,"שיח קומפקטי, משתרע למחצה",דמויית קרפ מקומט,כ-1.5 מ',בינוני,לא,,1 מ',לוטם מכלוא 'סקנברגי',Cistus X 'Skanberggii',https://www.meltser.co.il/pics/plant-2710-1.jpg,ירוק-עד,,שיחים,מועטה-בינונית,מוצלח יותר באזור ההר,עמיד לקור ליובש ולחום,,"צרה, מעט לבידה בירוק-זית",ורוד בהיר,פריחה שופעת,קרינת שמש ישירה או הצללה חלקית,ל,משפחת הלטמיים - Cistaceae,,קיטום לאחר הפריחה,69a3f3ef45c974e23c40fd58,2026-03-01T08:08:15.754000,2026-07-11T22:44:12.602000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,1377,,,"רב-שנתי, משתרע",,,,לא,,,לפיה זוחלת,Phila nodiflora,,,,רב-שנתיים עשבוניים,,,,,,,,,ל,משפחת הוורבניים - Verbenaceae,,,69a3f3efb027a5e76e6495b6,2026-03-01T08:08:15.046000,2026-07-11T22:44:11.898000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובתחילת הקיץ,1330,,ספרד,שיח,,"50 ס""מ",בינוני,לא,,"50-70 ס""מ",לוטם מלבין,Cistus albidus,,ירוק-עד,,שיחים,מועטה,בעיקר לאזור ההר אינו מתאים לאזורים חמים,,,"ביצתית קטנה, אפורה לבידה",ורוד עם מרכז צהוב,,קרינת שמש ישירה,ל,משפחת הלטמיים - Cistaceae,,,69a3f3eef6b2e8570ba4e454,2026-03-01T08:08:14.219000,2026-07-11T22:44:11.220000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב,1329,לא רגיש לעודף השקייה,מכלוא גנני,בן-שיח,,1 מ',איטי,לא,,"70 ס""מ",לוטם מאובק,Cistus x pulverulenthus,,ירוק-עד,,בן-שיח,"מועטה, חסכוני במים",בעיקר לאזור ההר אינו מתאים לאזורים חמים,עמיד לקור ליובש ולחום,,דמויית ביצה לבידה בצבע אפור,ורוד-סגול,פריחה מרהיבה,קרינת שמש ישירה או הצללה חלקית,ל,משפחת הלטמיים - Cistaceae,,,69a3f3edc2730cf20f406502,2026-03-01T08:08:13.506000,2026-07-11T22:44:10.550000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,2647,לזרעים טעם של פול,"הודו, אפריקה",מטפס נכרך,פרפרנית,1 מ',מהיר,לא,,5-3 מ',לבלב מטפס,Dolichos lablab,https://www.meltser.co.il/pics/plant-3171-1.jpg,ירוק-עד,,מטפסים,בינונית,לאזורים חמים בלבד שאינם מועדים לקרה,רגיש לקור ולמליחות,,"דמויית לב, כהה",ורוד-סגול,מושך פרפרים,קרינת שמש ישירה,ל,,,,69a3f3ecad79aa4bd4aaad69,2026-03-01T08:08:12.320000,2026-07-11T22:44:09.436000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובתחילת הקיץ,2488,"הפרי שעיר הפרח פורח יום אחד בלבד צמח דבש, שרף הלוטם משמש להפקת קטורת ובשמים",אגן הים התיכון,שיח נמוך וצפוף,פרח מקומט מאוד,"50 ס""מ",איטי,כן,,"100-50 ס""מ",לוטם שעיר,Cistus incanus,https://www.meltser.co.il/pics/plant-3198-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים","כל אזורי הארץ, יפה יותר באזורי ההר","עמיד לקור ולגיר, רגיש למליחות ולעודף מים",,"ביצנית-אליפטית, מחוספסת פחות מזו של לוטם מרווני בצבע ירוק-אפור",ורוד,,קרינת שמש ישירה,ל,משפחת הלטמיים - Cistaceae,,גיזום לאחר פריחה מעודד צמיחה חדשה,69a3f3eb1312a1aa266ef6e6,2026-03-01T08:08:11.521000,2026-07-11T22:44:08.747000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב,1327,"במין זה משתמשים כקטורת, והוא העניק את הריח המיוחד לכנסיות רבות בירושליים עדיף ללא השקיית קיץ","דרום מערב אירופה, צפון אפריקה","שיח מעוצה בבסיסו, אוורירי",דמוי קרפ מקומט,"50 ס""מ",איטי-בינוני,לא,,1.2-1 מ',לוטם השרף,Cistus ladaniferus,https://www.meltser.co.il/pics/plant-3472-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים","כל אזורי הארץ, יפה יותר באזורי ההר","עמיד לקור ולגיר, רגיש למליחות ולעודף מים",,"מאורכת צרה עם גוון ירוק-חום, חלקה בצידה העליון ושעירה בצידה התחתון",לבן עם מרכז צהוב ונקודות חומות במרכז הפרח,"פריחה מרהיבה, עלווה ריחנית",קרינת שמש ישירה,ל,משפחת הלטמיים - Cistaceae,,גיזום לאחר הפריחה מעודד צמיחה חדשה,69a3f3eaca1c360e64414dec,2026-03-01T08:08:10.768000,2026-07-11T22:44:08.063000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
קיץ,1311,צמח חסון ואמין,"זן גנני, מדבריות טקסס ומקסיקו",שיח בינוני,,1.5-1 מ',איטי,לא,,3-2 מ',לבן-עלה(ליקופילום) שיחני 'סילוורדו',Leucophyllum frutescens 'Silverado',https://www.meltser.co.il/pics/plant-3932-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים אך נהנה מהשקיה רגילה",כל אזורי הארץ,עמיד לקור (עד 10 מעלות) ליובש ולחום,,ירוק מעט יותר מלבן עלה שיחני,סגול,"מופע נאה בחורף, מושך צופיות",קרינת שמש ישירה,ל,משפחת הלועניתיים - Scrophulariaceae,מתאים לקו חוף שני,"מגיב טוב לקיצור ענפים באביב וגם לגיזום חריף, זקוק לקרקע מנוקזת",69a3f3e9ad79aa4bd4aaad68,2026-03-01T08:08:09.954000,2026-07-11T22:44:07.261000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
קיץ,2052,"פריחה ריחנית מאוד סלקציה של פבלו צ'רקסקי ממשתלת גילת L.""Green Cloud"" x L.lavigatum",מכלוא גנני,שיח בינוני,,1.5-1 מ',איטי,לא,,כ-2 מ',לבן-עלה (ליקופילום) x 'עדן',Leucophyllum x 'Eden',,ירוק-עד,,שיחים,"מועטה, חסכוני במים אך נהנה מהשקיה רגילה",כל אזורי הארץ,עמידים ליובש ולטמפרטורות קיצוניות של חום וקור,,"קטנה, אליפטית, צרה ואפורה",סגולה,פריחה ריחנית,קרינת שמש ישירה,ל,משפחת הלועניתיים - Scrophulariaceae,מתאים לקו חוף שני,מומלץ לגזום נמוך בחורף,69a3f3e9808b42df43c67381,2026-03-01T08:08:09.155000,2026-07-11T22:44:06.590000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"באביב, בקיץ ובסתיו",1309,פריחה מתמשכת וגם בגלים זקוק לקרקע מנוקזת,מכלוא גנני,שיח נמוך,,"כ-80 ס""מ",איטי,לא,,1.5 מ',לבן-עלה (ליקופילום) X 'סן-חוזה',Leucophyllum X 'Sun-Jose',https://www.meltser.co.il/pics/plant-5320-1.jpg,ירוק-עד,,שיחים,מועטה,כל אזורי הארץ,עמיד ליובש ולטמפרטורות קיצוניות של חום וקור,,מעויינת אפרפרה,סגול-לבנדר,"מופע נאה בחורף, מושך צופיות",קרינת שמש ישירה,ל,משפחת הלועניתיים - Scrophulariaceae,מתאים לקו חוף שני,אינו זקוק לגיזומים בסוף החורף אלא לקיטומים קלים,69a3f3e853889f24cea86e31,2026-03-01T08:08:08.383000,2026-07-11T22:44:05.876000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"באביב, בקיץ ובסתיו",1305,זקוק לקרקע מנוקזת צמח חסון ואמין מקדים לפרוח מכל זני לבן-עלה,"טקסס, ניו-מקסיקו, מקסיקו, מכלוא גנני, המדבריות הדרום מערביות של ארצות הברית",שיח זקוף,שופעת ביותר,1.5 מ',איטי,לא,,2 מ',לבן-עלה (ליקופילום) X 'הוונלי קלאוד',Leucophyllum X 'Heavenly Cloud',https://www.meltser.co.il/pics/plant-3588-1.jpg,ירוק-עד,,שיחים,מועטה אך נהנה מהשקיה רגילה,כל אזורי הארץ,עמידים ליובש ולטמפרטורות קיצוניות של חום וקור,,"קטנה, אליפטית וירוקה",סגולה-ורודה,"מושך צופיות, מושך דבורים",קרינת שמש ישירה,ל,משפחת הלועניתיים - Scrophulariaceae,מתאים לקו חוף שני,"מומלץ לגזום מדי סוף חורף לגובה 50 ס\""מ",69a3f3e76960ac467daa819e,2026-03-01T08:08:07.655000,2026-07-11T22:44:05.141000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
בקיץ ובסתיו,1315,צמח חסון ואמין גלי פריחה מהקיץ עד סוף הסתיו,"זן גנני, מדבריות צ'יאואה",שיח בינוני,,1.5-1 מ',,לא,,2.5-2 מ',לבן-עלה (ליקופילום) שיחני 'קומפקטי',Leucophyllum frutescens 'compactum',https://www.meltser.co.il/pics/plant-3424-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים אך נהנה מהשקיה רגילה",כל אזורי הארץ,עמיד לקור (עד 10 מעלות) ליובש ולחום,,"צפופה, אפורה",ורוד-סגול,"מושך צופיות, עלווה כסופה",קרינת שמש ישירה,ל,משפחת הלועניתיים - Scrophulariaceae,מתאים לקו חוף שני,"זקוק לקרקע מנוקזת, מגיב היטב לקיצור ענפים באביב וגם לגיזום חריף",69a3f3e64cb1f5ceaeb1e837,2026-03-01T08:08:06.925000,2026-07-11T22:44:04.433000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"באביב, בקיץ ובסתיו",1314,צמח חסון ואמין הפריחה לא בגלים אלא ברצף,"זן גנני, ניו מקסיקו, טקסס עד מקסיקו",שיח בינוני-גדול,,1.5-1 מ',איטי,לא,,3-2 מ',לבן-עלה (ליקופילום) שיחני 'גרין-קלאוד',Leucophyllum frutescens 'Green Cloud',https://www.meltser.co.il/pics/plant-3846-1.jpg,נשיר מותנה,,שיחים,"מועטה, חסכוני במים",כל אזורי הארץ,עמיד לקור (עד 10 מעלות) לחום וליובש,,"קטנה, מעויינת וירוקה",ורוד-סגול,מושך צופיות,קרינת שמש ישירה,ל,משפחת הלועניתיים - Scrophulariaceae,מתאים לקו חוף שני,"זקוק לקרקע מנוקזת, מגיב היטב לקיצור ענפים באביב וגם לגיזום חריף",69a3f3e645c974e23c40fd50,2026-03-01T08:08:06.161000,2026-07-11T22:44:03.768000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
קיץ,1312,צמח אמין וחסון,"זן גנני, מדבריות טקסס ומקסיקו",שיח בינוני-גדול,,1.5-1 מ',איטי,לא,,2.5-2 מ',לבן-עלה (ליקופילום) שיחני 'לבן',Leucophyllum frutescens 'Alba',https://www.meltser.co.il/pics/plant-2743-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים אך נהנה מהשקיה רגילה",כל אזורי הארץ,עמיד לקור (עד 10 מעלות) ליובש ולחום,,"אליפטית, אפורה",לבן,מושך צופיות,קרינת שמש ישירה,ל,משפחת הלועניתיים - Scrophulariaceae,מתאים לקו חוף שני,"זקוק לקרקע מנוקזת, מגיב היטב לקיצור ענפים באביב וגם לגיזום חריף",69a3f3e5e14a88ec1588fc5a,2026-03-01T08:08:05.371000,2026-07-11T22:44:03.072000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
בקיץ ובסתיו,1308,,"טקסס, ניו-מקסיקו, מקסיקו, המדבריות הדרום מערביות של ארצות הברית",שיח רחב ופתוח בעל נטיה לרבוץ,,2 מ',איטי,לא,,2 מ',לבן-עלה (ליקופילום) מאובק,Leucophyllum pruinosum,https://www.meltser.co.il/pics/plant-4534-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים אך נהנה מהשקיה רגילה",כל אזורי הארץ,עמיד ליובש ולטמפרטורות קיצוניות של חום וקור,,עלווה כסופה-לעלים צורת מטבע,סגול-כחול,"מושך דבורים, עלווה כסופה, פריחה ריחנית",קרינת שמש ישירה,ל,משפחת הלועניתיים - Scrophulariaceae,מתאים לקו חוף שני,בשל נטייתו לרבוץ רצוי לגזום נמוך כל שנה בסוף החורף-אביב,69a3f3e42432d44bf8f5c2d7,2026-03-01T08:08:04.447000,2026-07-11T22:44:02.152000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
בקיץ ובסתיו,1306,העלים מופיעים על הענפים בזוגות,מדבריות טקסס ומקסיקו,שיח נמוך,,1 מ',איטי,לא,,1 מ',לבן-עלה (ליקופילום) זוגני 'סימרון',Leucophyllum zygophllum 'Cimarron',https://www.meltser.co.il/pics/plant-2797-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים אך נהנה מהשקיה רגילה",כל אזורי הארץ,"עמיד לקור (עד 10- מעלות), לחום וליובש",,"אליפטית, מרועפת, הלבנה ביותר מבין מיני לבן-העלה",לבנדר,"מופע נאה בחורף, מושך צופיות",קרינת שמש ישירה,ל,משפחת הלועניתיים - Scrophulariaceae,מתאים לקו חוף שני,"זקוק לקרקע מנוקזת, מגיב היטב לקיצור ענפים באביב וגם לגיזום חריף",69a3f3e368c1124e18177d14,2026-03-01T08:08:03.727000,2026-07-11T22:44:01.472000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,1313,אופי צימוח - כדורי צמח חסון ואמין,"זן גנני, צפון מקסיקו ודר' מערב ארה",שיח מעוגל-כדורי,שופעת במיוחד בולטת על רקע העלווה הכסופה,1 מ',איטי,לא,,1.2-0.8 מ',לבן-עלה (ליקופילום) צחור 'סילוור -קלאוד',Leucophyllum candidum 'Silver Cloud',https://www.meltser.co.il/pics/plant-3247-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים אך נהנה מהשקיה רגילה",כל אזורי הארץ,"עמיד לקור (עד 10 מעלות), לחום וליובש",,"מעוינת, אפורה וביחד עם הגבעולים נותנת ברק כסוף",כחול-סגול,מושך צופיות,קרינת שמש ישירה,ל,משפחת הלועניתיים - Scrophulariaceae,מתאים לקו חוף שני,"זקוק לקרקע מנוקזת, אינו טעון גיזום גדל בצורהטבעית לצורתו המעוגלת",69a3f3e34a6806430d3b17b2,2026-03-01T08:08:03.015000,2026-07-11T22:44:00.727000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"בחורף, באביב ותחילת הקיץ",2383,"צמח דו-שנתי על-פי רוב, בגינה מושקית ממשיך לצמוח גם בקיץ יש הסוברים שהוא הובא לארץ ע ל ידי הצלבנים",אגן הים התיכון,עונתי- חורפי,,"20 ס""מ",מהיר,כן,,"60-20 ס""מ",לוע-ארי סיצילי,Antirrhinum siculum,,רב-שנתי המתנהג כעונתי חורף,,עונתיים של חורף,בינונית,,,,"צרה, ענפים זקופים או משתלשלים",צהוב חיוור עם פסים כהים על השפה העליונה,,קרינת שמש ישירה או הצללה חלקית,ל,משפחת הלועניתיים - Scrophulariaceae,,יש לגזום בסתיו לקבלת שיח קומפקטי,69a3f3e25dfda3ff3e075d2c,2026-03-01T08:08:02.261000,2026-07-11T22:44:00.044000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,1338,,מערב ודרום מזרח ספרד,"רב-שנתי, משתרע",,"40 ס""מ",מהיר,לא,,"20 ס""מ",לוע-ארי דביק(מפלי),Antirrhinum hispanicum (glutinousum),https://www.meltser.co.il/pics/plant-4347-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,בינונית,כל אזורי הארץ פרט לבקעת הירדן והערבה,,,לבידה ואפורה,לבן,,קרינת שמש ישירה,ל,משפחת הלועניתיים - Scrophulariaceae,,בקרקע עדיף להשקות בטפטוף,69a3f3e18cac933570357637,2026-03-01T08:08:01.532000,2026-07-11T22:43:59.346000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
בחורף ובאביב,1334,צורת הפרח משתנה מעט לפי הזן,אגן הים התיכון,עונתי- חורפי,לאורך הגבעול,"30-20 ס""מ",,לא,,"40 ס""מ",לוע-ארי גדול זנים ננסיים,"Antirrhinum A.majus, dwarf cvs. dwarf cvs.",,עונתי חורף,,עונתיים של חורף,בינונית,כל אזורי הארץ,עמיד לקרה,,אזמלנית-מוארכת,שלל צבעים,,קרינת שמש ישירה או הצללה חלקית,ל,משפחת הלועניתיים - Scrophulariaceae,,הסרת פרחים נבולים וגבעולים יבשים מעודדת פריחה נוספת,69a3f3e0cbd22ec891007c80,2026-03-01T08:08:00.798000,2026-07-11T22:43:58.664000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
